Date,Department,Category,Region,Budget Amount,Actual Amount,Payment Method,Transaction ID,Variance
2021-07-21,Operations,Salaries,North,109262,139783,Bank Transfer,TXN102504,30521
2022-03-26,Operations,Utilities,Central,129358,128507,Bank Transfer,TXN102505,-851
2023-06-29,Marketing,Training,West,144553,132858,Card,TXN102506,-11695
2021-07-29,HR,Training,North,72841,29889,UPI,TXN102507,-42952
2022-07-17,IT,Training,East,17931,15439,UPI,TXN102508,-2492
2022-12-14,Sales,Utilities,Central,116951,101909,Bank Transfer,TXN102509,-15042
2023-02-10,Operations,Travel,West,64694,49126,Cash,TXN102510,-15568
2022-03-30,Finance,Training,East,18635,12588,Card,TXN102511,-6047
2022-10-29,Finance,Training,East,55252,92039,Card,TXN102512,36787
2022-09-21,IT,Infrastructure,Central,79017,15511,Card,TXN102513,-63506
2022-01-22,HR,Salaries,South,76953,30674,Bank Transfer,TXN102514,-46279
2021-10-23,HR,Infrastructure,West,97776,138660,Card,TXN102515,40884
2021-09-15,HR,Travel,Central,83212,64820,Cash,TXN102516,-18392
2021-09-25,Marketing,Utilities,South,82547,111761,UPI,TXN102517,29214
2022-02-23,Finance,Utilities,Central,64565,107412,Cash,TXN102518,42847
2021-08-23,HR,Infrastructure,Central,65153,84666,Card,TXN102519,19513
2023-09-13,Finance,Marketing,East,125095,27238,UPI,TXN102520,-97857
2022-07-28,IT,Infrastructure,Central,109281,72333,Card,TXN102521,-36948
2021-02-18,Sales,Marketing,South,58561,93134,Card,TXN102522,34573
2021-08-11,Marketing,Infrastructure,East,97473,50294,Bank Transfer,TXN102523,-47179
2023-07-10,Operations,Marketing,South,133022,79362,UPI,TXN102524,-53660
2021-10-04,IT,Marketing,South,139552,76396,Card,TXN102525,-63156
2022-02-24,Finance,Training,East,33836,49930,Card,TXN102526,16094
2022-09-03,IT,Training,South,70420,73602,Bank Transfer,TXN102527,3182
2022-01-10,Operations,Marketing,North,18911,32285,UPI,TXN102528,13374
2021-03-14,Marketing,Marketing,Central,101216,159301,Card,TXN102529,58085
2023-11-20,Sales,Salaries,East,83080,33413,Card,TXN102530,-49667
2021-07-14,Operations,Marketing,East,32289,156382,Cash,TXN102531,124093
2023-04-27,Marketing,Training,North,41346,77141,Cash,TXN102532,35795
2023-12-01,Finance,Marketing,North,35644,123028,Cash,TXN102533,87384
2023-12-23,Operations,Utilities,North,38279,126437,Bank Transfer,TXN102534,88158
2021-01-23,IT,Salaries,North,105446,85113,Cash,TXN102535,-20333
2021-12-26,HR,Marketing,West,58638,32517,Cash,TXN102536,-26121
2022-07-14,IT,Training,East,123917,160458,Card,TXN102537,36541
2022-11-03,Finance,Training,South,44341,120047,Bank Transfer,TXN102538,75706
2022-11-10,Sales,Travel,East,129660,166037,UPI,TXN102539,36377
2022-03-16,Operations,Training,East,128481,156283,Card,TXN102540,27802
2023-07-22,Sales,Salaries,East,110957,67525,Card,TXN102541,-43432
2021-01-07,Finance,Training,North,44979,111453,Bank Transfer,TXN102542,66474
2022-02-25,Operations,Utilities,North,135576,64170,Bank Transfer,TXN102543,-71406
2023-04-13,Marketing,Infrastructure,West,116626,123072,Card,TXN102544,6446
2022-07-13,Marketing,Utilities,East,75109,65941,Card,TXN102545,-9168
2023-07-03,IT,Utilities,Central,119239,106312,Card,TXN102546,-12927
2023-10-04,IT,Salaries,West,79356,73452,Bank Transfer,TXN102547,-5904
2021-05-06,Finance,Salaries,North,83226,58465,Card,TXN102548,-24761
2022-01-30,Marketing,Travel,East,113658,152335,Card,TXN102549,38677
2023-03-28,Operations,Training,North,145298,28107,UPI,TXN102550,-117191
2023-05-31,Marketing,Travel,South,100808,150440,Cash,TXN102551,49632
2022-07-30,IT,Salaries,North,117533,28137,Cash,TXN102552,-89396
2021-11-21,Finance,Training,North,128525,14930,Cash,TXN102553,-113595
2023-07-19,Marketing,Salaries,West,107571,42556,Cash,TXN102554,-65015
2023-04-13,Finance,Salaries,South,98601,18199,Cash,TXN102555,-80402
2023-11-21,Marketing,Infrastructure,Central,78160,49072,Card,TXN102556,-29088
2023-04-17,Sales,Utilities,Central,15505,44534,Card,TXN102557,29029
2023-07-15,Marketing,Travel,Central,17549,60483,UPI,TXN102558,42934
2022-03-19,IT,Travel,East,61149,145227,Bank Transfer,TXN102559,84078
2021-03-16,Operations,Marketing,Central,23457,150806,UPI,TXN102560,127349
2022-07-11,IT,Infrastructure,East,135293,74899,Bank Transfer,TXN102561,-60394
2021-12-29,IT,Salaries,North,132465,19111,Bank Transfer,TXN102562,-113354
2022-03-24,IT,Salaries,Central,34587,102107,UPI,TXN102563,67520
2021-09-19,Finance,Infrastructure,West,69354,47420,Card,TXN102564,-21934
2021-05-05,HR,Training,South,111911,109679,UPI,TXN102565,-2232
2023-06-30,HR,Travel,South,35312,151223,Cash,TXN102566,115911
2021-09-02,Sales,Salaries,North,76045,155323,UPI,TXN102567,79278
2022-06-26,IT,Marketing,South,117764,79168,Card,TXN102568,-38596
2022-04-30,HR,Travel,South,147166,142504,Card,TXN102569,-4662
2021-05-02,Sales,Utilities,North,87994,155146,Bank Transfer,TXN102570,67152
2021-05-05,Finance,Infrastructure,North,48513,104299,Bank Transfer,TXN102571,55786
2021-06-19,IT,Travel,North,80446,46206,UPI,TXN102572,-34240
2021-05-04,Operations,Utilities,West,16572,22942,Bank Transfer,TXN102573,6370
2023-11-25,Finance,Marketing,North,94872,89189,UPI,TXN102574,-5683
2022-10-08,Sales,Training,North,50378,162108,Bank Transfer,TXN102575,111730
2023-02-25,Finance,Infrastructure,North,72189,113992,Card,TXN102576,41803
2021-07-20,Operations,Training,Central,36084,144965,Bank Transfer,TXN102577,108881
2022-01-04,Finance,Salaries,Central,107240,25733,Cash,TXN102578,-81507
2023-03-08,Sales,Training,West,70681,73843,Card,TXN102579,3162
2021-03-18,Operations,Salaries,West,32418,148610,Cash,TXN102580,116192
2021-02-28,Operations,Utilities,South,84860,21919,Card,TXN102581,-62941
2022-03-07,Finance,Travel,Central,92168,64207,UPI,TXN102582,-27961
2022-09-30,Operations,Marketing,West,149075,146881,Card,TXN102583,-2194
2021-04-19,Finance,Utilities,West,72468,71523,Bank Transfer,TXN102584,-945
2023-10-05,IT,Marketing,South,78211,169058,Cash,TXN102585,90847
2021-03-09,Operations,Training,North,85012,32093,Card,TXN102586,-52919
2023-12-29,Finance,Marketing,East,29259,39660,UPI,TXN102587,10401
2021-11-01,IT,Training,South,59179,48877,Cash,TXN102588,-10302
2022-11-05,Operations,Marketing,East,90099,120220,Card,TXN102589,30121
2021-12-31,IT,Infrastructure,South,71980,50472,UPI,TXN102590,-21508
2023-04-01,Marketing,Utilities,South,95170,88832,Card,TXN102591,-6338
2021-12-09,Operations,Infrastructure,North,79283,141355,Card,TXN102592,62072
2023-08-05,Marketing,Travel,West,61871,113856,Cash,TXN102593,51985
2023-06-18,Sales,Travel,Central,30287,118520,Card,TXN102594,88233
2023-02-01,Sales,Salaries,South,35887,32518,Cash,TXN102595,-3369
2021-12-07,Finance,Salaries,North,138493,159234,Cash,TXN102596,20741
2023-07-31,HR,Salaries,East,134370,33443,Bank Transfer,TXN102597,-100927
2022-01-18,Marketing,Travel,West,27802,140454,Cash,TXN102598,112652
2023-10-01,Marketing,Marketing,South,83135,93534,Card,TXN102599,10399
2021-10-27,Sales,Training,East,19650,97015,Card,TXN102600,77365
2021-05-19,Marketing,Marketing,South,115646,32693,Card,TXN102601,-82953
2021-12-25,HR,Utilities,Central,53527,43294,Card,TXN102602,-10233
2023-04-16,IT,Travel,Central,52297,55780,Cash,TXN102603,3483
2022-04-28,IT,Training,West,39185,99330,Bank Transfer,TXN102604,60145
2023-06-28,HR,Training,East,127769,97739,Cash,TXN102605,-30030
2023-05-16,Marketing,Training,Central,141418,40029,Card,TXN102606,-101389
2021-05-19,Marketing,Salaries,North,53418,52774,Cash,TXN102607,-644
2023-09-23,Marketing,Training,West,19612,163214,Bank Transfer,TXN102608,143602
2022-03-11,Finance,Training,South,95002,76692,UPI,TXN102609,-18310
2022-05-24,Operations,Travel,East,142703,35921,Bank Transfer,TXN102610,-106782
2021-09-30,HR,Marketing,East,67211,150111,Bank Transfer,TXN102611,82900
2021-04-14,HR,Marketing,North,88105,81980,UPI,TXN102612,-6125
2023-02-01,HR,Infrastructure,Central,45472,140701,Bank Transfer,TXN102613,95229
2023-02-26,HR,Infrastructure,East,97460,163424,Bank Transfer,TXN102614,65964
2021-06-14,HR,Utilities,North,128123,56492,Cash,TXN102615,-71631
2023-09-26,Marketing,Travel,North,90379,119260,Bank Transfer,TXN102616,28881
2022-06-04,Finance,Infrastructure,South,105554,29207,Bank Transfer,TXN102617,-76347
2022-06-01,Sales,Infrastructure,North,18057,19523,Card,TXN102618,1466
2022-10-19,Marketing,Travel,West,28883,169201,Bank Transfer,TXN102619,140318
2022-09-05,Marketing,Marketing,East,70014,77579,Cash,TXN102620,7565
2021-06-13,Operations,Utilities,West,118269,24003,UPI,TXN102621,-94266
2021-03-05,Sales,Utilities,North,45013,54596,Card,TXN102622,9583
2021-09-24,HR,Utilities,North,143536,11816,Cash,TXN102623,-131720
2021-09-03,Sales,Infrastructure,West,84111,27110,Card,TXN102624,-57001
2022-01-30,Finance,Marketing,South,122839,74104,Bank Transfer,TXN102625,-48735
2022-04-21,IT,Utilities,North,56825,53598,Cash,TXN102626,-3227
2023-09-04,Marketing,Travel,West,104035,143177,Card,TXN102627,39142
2023-11-10,Sales,Utilities,West,11521,118748,Cash,TXN102628,107227
2022-07-12,Operations,Salaries,East,27363,109076,Card,TXN102629,81713
2023-10-15,Finance,Marketing,South,90938,118732,Bank Transfer,TXN102630,27794
2023-06-02,IT,Salaries,Central,132159,77590,UPI,TXN102631,-54569
2021-05-27,Finance,Marketing,West,83109,97797,UPI,TXN102632,14688
2022-10-28,HR,Training,East,64698,28382,Cash,TXN102633,-36316
2022-09-12,IT,Travel,Central,129511,106440,UPI,TXN102634,-23071
2023-03-31,Operations,Training,East,106783,29170,Cash,TXN102635,-77613
2023-05-14,IT,Infrastructure,East,108829,38295,Cash,TXN102636,-70534
2022-08-05,Operations,Infrastructure,South,126774,99535,Bank Transfer,TXN102637,-27239
2023-10-20,HR,Training,North,16099,58617,Bank Transfer,TXN102638,42518
2022-11-26,Operations,Marketing,South,85104,45539,Card,TXN102639,-39565
2022-02-11,Finance,Utilities,Central,14406,126520,Cash,TXN102640,112114
2022-02-03,Sales,Salaries,South,112439,156992,Card,TXN102641,44553
2022-12-16,Finance,Travel,North,145948,20037,Card,TXN102642,-125911
2022-12-05,Marketing,Utilities,South,100692,122317,Bank Transfer,TXN102643,21625
2023-01-31,Finance,Infrastructure,South,106442,153518,Cash,TXN102644,47076
2022-05-14,IT,Utilities,South,112829,82795,Bank Transfer,TXN102645,-30034
2023-09-01,HR,Training,West,122631,35514,Cash,TXN102646,-87117
2021-03-23,Marketing,Training,West,54895,18582,UPI,TXN102647,-36313
2022-08-27,Marketing,Salaries,South,53760,112808,UPI,TXN102648,59048
2023-02-11,Marketing,Infrastructure,North,56306,129242,Card,TXN102649,72936
2023-06-22,Sales,Marketing,North,85179,156259,Bank Transfer,TXN102650,71080
2021-12-31,Operations,Travel,North,86554,66537,Bank Transfer,TXN102651,-20017
2021-06-12,IT,Training,North,145285,68819,Cash,TXN102652,-76466
2023-12-08,HR,Travel,East,141015,131113,Card,TXN102653,-9902
2022-05-26,Sales,Infrastructure,South,54425,26531,Bank Transfer,TXN102654,-27894
2021-04-26,Finance,Marketing,South,32590,47164,Card,TXN102655,14574
2023-07-30,HR,Training,East,53403,88665,Bank Transfer,TXN102656,35262
2021-12-03,Marketing,Salaries,North,36628,75259,UPI,TXN102657,38631
2023-05-31,HR,Travel,Central,99421,135362,Bank Transfer,TXN102658,35941
2023-01-07,Unknown,Infrastructure,Central,115763,114627,Bank Transfer,TXN102659,-1136
2023-04-20,Finance,Travel,East,143264,96284,UPI,TXN102660,-46980
2021-05-27,Operations,Marketing,Central,94629,116605,Card,TXN102661,21976
2022-03-19,IT,Salaries,West,134062,36337,Card,TXN102662,-97725
2023-04-17,Marketing,Marketing,South,40617,82130,Card,TXN102663,41513
2023-11-03,Operations,Training,Central,117454,8269,UPI,TXN102664,-109185
2023-08-01,Sales,Utilities,West,20250,86901,UPI,TXN102665,66651
2021-10-14,Marketing,Marketing,South,42836,64732,UPI,TXN102666,21896
2022-12-21,IT,Marketing,West,122319,91074,Card,TXN102667,-31245
2022-04-25,Sales,Travel,South,77173,64167,Card,TXN102668,-13006
2021-01-22,Finance,Marketing,South,137939,104004,Card,TXN102669,-33935
2022-11-14,Operations,Infrastructure,Central,116761,32284,Card,TXN102670,-84477
2023-06-25,Marketing,Training,East,16251,40744,Cash,TXN102671,24493
2021-11-16,HR,Travel,Central,111429,161092,UPI,TXN102672,49663
2021-05-06,IT,Travel,North,66246,145844,UPI,TXN102673,79598
2021-10-04,Marketing,Utilities,West,96966,78058,UPI,TXN102674,-18908
2021-07-13,HR,Training,North,147536,141235,Card,TXN102675,-6301
2022-11-27,Marketing,Infrastructure,South,77344,59435,Card,TXN102676,-17909
2021-02-26,Sales,Training,Central,60106,120178,Cash,TXN102677,60072
2021-01-19,HR,Marketing,North,131720,63308,Cash,TXN102678,-68412
2021-09-21,HR,Utilities,North,104840,89113,Card,TXN102679,-15727
2023-03-05,Marketing,Infrastructure,North,115293,136328,Card,TXN102680,21035
2021-04-23,Finance,Utilities,South,18998,12163,Card,TXN102681,-6835
2022-06-26,Finance,Training,South,116083,51750,UPI,TXN102682,-64333
2022-10-09,Operations,Salaries,South,52866,134942,Cash,TXN102683,82076
2022-08-02,Sales,Training,North,123384,23172,UPI,TXN102684,-100212
2023-12-25,Finance,Marketing,West,32969,45254,Bank Transfer,TXN102685,12285
2021-01-25,Marketing,Utilities,Central,110980,136091,Bank Transfer,TXN102686,25111
2021-01-01,Finance,Salaries,Central,128259,67495,Bank Transfer,TXN102687,-60764
2023-06-30,Operations,Marketing,South,41107,138637,Bank Transfer,TXN102688,97530
2021-05-21,IT,Utilities,North,144831,87831,UPI,TXN102689,-57000
2022-10-10,Operations,Utilities,West,24789,87273,Bank Transfer,TXN102690,62484
2021-07-07,HR,Training,East,23214,18853,Card,TXN102691,-4361
2021-07-20,HR,Utilities,South,80657,66116,Bank Transfer,TXN102692,-14541
2021-09-14,Finance,Utilities,East,39482,92346,Card,TXN102693,52864
2022-07-01,Finance,Travel,Central,84536,24097,UPI,TXN102694,-60439
2021-07-13,Operations,Utilities,Central,58187,72859,Cash,TXN102695,14672
2022-12-04,Operations,Training,West,41087,60398,Cash,TXN102696,19311
2023-03-13,Marketing,Travel,West,10941,95431,Bank Transfer,TXN102697,84490
2023-07-31,Sales,Travel,East,129340,126164,Cash,TXN102698,-3176
2022-02-18,Marketing,Salaries,Central,142393,166325,Card,TXN102699,23932
2023-06-29,HR,Marketing,West,55972,112215,Bank Transfer,TXN102700,56243
2021-07-07,Marketing,Travel,West,96658,86448,Bank Transfer,TXN102701,-10210
2021-02-14,Operations,Infrastructure,Central,49361,136248,Card,TXN102702,86887
2021-03-24,Marketing,Travel,Central,51354,111512,Card,TXN102703,60158
2021-12-24,IT,Infrastructure,North,76327,84652,UPI,TXN102704,8325
2023-12-26,Sales,Salaries,West,57191,59931,Card,TXN102705,2740
2023-07-25,Operations,Infrastructure,East,65828,119590,UPI,TXN102706,53762
2022-01-10,Finance,Salaries,South,20136,16646,Bank Transfer,TXN102707,-3490
2021-06-11,Marketing,Salaries,South,76279,60786,Cash,TXN102708,-15493
2021-11-18,Operations,Salaries,Central,82060,162110,Cash,TXN102709,80050
2022-03-26,Finance,Infrastructure,East,49342,27630,UPI,TXN102710,-21712
2023-11-03,Finance,Infrastructure,North,91851,12304,Cash,TXN102711,-79547
2021-07-03,HR,Salaries,West,42961,106225,Cash,TXN102712,63264
2021-04-21,HR,Salaries,North,116198,30007,Bank Transfer,TXN102713,-86191
2022-05-23,Operations,Marketing,East,79810,124821,UPI,TXN102714,45011
2021-10-22,Operations,Salaries,North,39838,133748,Card,TXN102715,93910
2023-06-23,IT,Utilities,Central,24332,117833,Cash,TXN102716,93501
2023-09-01,Sales,Marketing,South,73001,62491,Bank Transfer,TXN102717,-10510
2022-09-24,Sales,Marketing,Central,100329,153702,Bank Transfer,TXN102718,53373
2023-11-17,Operations,Marketing,West,129771,42489,Cash,TXN102719,-87282
2023-01-03,HR,Utilities,Central,90954,63801,Card,TXN102720,-27153
2021-11-17,Marketing,Marketing,East,58473,55068,Card,TXN102721,-3405
2023-07-02,IT,Marketing,East,21682,123874,UPI,TXN102722,102192
2022-03-13,Sales,Infrastructure,West,53775,25534,UPI,TXN102723,-28241
2023-02-20,Operations,Training,West,66941,65087,UPI,TXN102724,-1854
2023-12-13,HR,Infrastructure,South,22115,41123,Bank Transfer,TXN102725,19008
2022-12-27,HR,Salaries,North,60937,10823,Card,TXN102726,-50114
2021-01-31,HR,Salaries,South,55132,147229,UPI,TXN102727,92097
2021-12-03,Marketing,Travel,Central,22025,23581,Bank Transfer,TXN102728,1556
2021-07-02,Finance,Training,North,105439,113847,Card,TXN102729,8408
2023-11-13,Marketing,Utilities,West,68526,167033,Cash,TXN102730,98507
2022-06-28,HR,Infrastructure,East,78832,134846,UPI,TXN102731,56014
2023-10-31,Operations,Salaries,Central,66108,161835,UPI,TXN102732,95727
2022-10-22,IT,Utilities,South,146757,66535,Card,TXN102733,-80222
2021-06-09,Marketing,Marketing,West,16647,29998,Cash,TXN102734,13351
2023-11-04,Operations,Unknown,North,40145,15085,Cash,TXN102735,-25060
2022-02-16,HR,Infrastructure,North,113894,69508,Bank Transfer,TXN102736,-44386
2023-10-09,IT,Training,East,108702,138611,UPI,TXN102737,29909
2021-02-22,Sales,Travel,West,126839,90186,Cash,TXN102738,-36653
2022-02-12,Sales,Infrastructure,West,15430,80853,Bank Transfer,TXN102739,65423
2023-04-27,Operations,Training,Central,144952,103022,UPI,TXN102740,-41930
2023-11-12,IT,Salaries,Central,75662,157336,UPI,TXN102741,81674
2023-11-20,Operations,Salaries,North,126775,91468,UPI,TXN102742,-35307
2022-12-04,IT,Utilities,South,70487,41149,UPI,TXN102743,-29338
2021-09-17,IT,Infrastructure,North,49793,18476,Cash,TXN102744,-31317
2023-12-19,Operations,Salaries,Central,123584,67716,Cash,TXN102745,-55868
2023-02-15,IT,Marketing,Central,120549,146489,Cash,TXN102746,25940
2023-11-02,Marketing,Marketing,Central,67590,55893,Card,TXN102747,-11697
2023-04-30,HR,Travel,North,81461,13570,Card,TXN102748,-67891
2021-12-20,IT,Utilities,West,62470,46818,UPI,TXN102749,-15652
2023-05-23,Marketing,Salaries,South,73616,124639,Cash,TXN102750,51023
2023-09-18,IT,Travel,South,110361,34021,Bank Transfer,TXN102751,-76340
2023-10-15,Marketing,Marketing,Central,146407,161401,Cash,TXN102752,14994
2021-10-21,Operations,Travel,East,78525,57172,Bank Transfer,TXN102753,-21353
2021-07-28,Sales,Travel,North,115879,101536,UPI,TXN102754,-14343
2023-03-29,Finance,Salaries,West,103709,151963,UPI,TXN102755,48254
2022-01-25,IT,Salaries,Central,81257,146851,UPI,TXN102756,65594
2021-11-21,Finance,Salaries,East,12728,55369,Cash,TXN102757,42641
2023-07-29,IT,Utilities,Central,93511,62439,Cash,TXN102758,-31072
2023-06-08,Operations,Travel,East,32167,66425,Bank Transfer,TXN102759,34258
2022-10-30,Operations,Travel,South,83711,158104,Bank Transfer,TXN102760,74393
2022-09-25,Marketing,Utilities,East,136218,81360,Card,TXN102761,-54858
2022-07-31,IT,Marketing,South,82437,154040,UPI,TXN102762,71603
2021-05-17,Operations,Infrastructure,South,86426,53379,Bank Transfer,TXN102763,-33047
2022-03-04,Operations,Marketing,North,86851,111689,Cash,TXN102764,24838
2022-09-04,IT,Utilities,East,90962,37757,Bank Transfer,TXN102765,-53205
2023-06-30,Marketing,Travel,West,45065,55192,Card,TXN102766,10127
2023-03-30,Marketing,Travel,West,130138,133343,Cash,TXN102767,3205
2021-05-21,Marketing,Salaries,East,90286,88553,Cash,TXN102768,-1733
2021-06-26,Marketing,Salaries,North,33674,36332,Cash,TXN102769,2658
2021-07-17,Sales,Travel,West,129632,59604,Bank Transfer,TXN102770,-70028
2022-09-16,IT,Travel,Central,36085,14508,UPI,TXN102771,-21577
2022-11-22,Sales,Training,West,48086,19933,UPI,TXN102772,-28153
2022-02-05,Operations,Salaries,North,124700,151177,UPI,TXN102773,26477
2022-04-16,Sales,Salaries,South,73493,164032,UPI,TXN102774,90539
2021-08-06,Marketing,Marketing,South,58248,61256,UPI,TXN102775,3008
2023-07-18,Operations,Travel,South,36156,15536,Cash,TXN102776,-20620
2022-09-24,Sales,Travel,North,110355,30836,Cash,TXN102777,-79519
2023-08-09,Sales,Utilities,South,144948,10217,Bank Transfer,TXN102778,-134731
2023-06-25,IT,Marketing,South,81963,36165,Cash,TXN102779,-45798
2021-06-24,Sales,Infrastructure,North,58119,37475,Bank Transfer,TXN102780,-20644
2021-01-23,Operations,Infrastructure,Central,111044,132639,Bank Transfer,TXN102781,21595
2021-08-23,Marketing,Infrastructure,West,110092,25361,Card,TXN102782,-84731
2023-11-03,IT,Training,North,126640,127590,Cash,TXN102783,950
2023-07-18,Sales,Salaries,North,86432,152938,Bank Transfer,TXN102784,66506
2022-06-07,IT,Infrastructure,East,88451,112356,UPI,TXN102785,23905
2022-03-07,Finance,Utilities,South,95340,27188,UPI,TXN102786,-68152
2023-03-04,IT,Salaries,Central,29411,64731,Card,TXN102787,35320
2022-06-17,Marketing,Salaries,East,144173,66929,Bank Transfer,TXN102788,-77244
2023-09-06,Finance,Infrastructure,Central,38536,12390,Cash,TXN102789,-26146
2023-03-21,Finance,Salaries,South,13588,145084,UPI,TXN102790,131496
2023-07-02,IT,Marketing,South,97657,62436,UPI,TXN102791,-35221
2023-05-21,Operations,Marketing,South,142489,35506,Card,TXN102792,-106983
2022-06-24,Marketing,Infrastructure,West,30293,137473,UPI,TXN102793,107180
2023-10-21,Operations,Utilities,Central,63897,116306,Bank Transfer,TXN102794,52409
2021-08-15,Marketing,Salaries,Central,54649,93498,Card,TXN102795,38849
2023-05-23,Marketing,Travel,East,45540,28548,UPI,TXN102796,-16992
2023-06-11,Operations,Infrastructure,North,72251,12651,Cash,TXN102797,-59600
2023-11-03,HR,Training,South,129863,76492,Bank Transfer,TXN102798,-53371
2021-07-29,Finance,Salaries,South,45017,112085,UPI,TXN102799,67068
2023-01-11,IT,Infrastructure,East,124383,168243,Cash,TXN102800,43860
2022-02-01,Operations,Infrastructure,Central,30242,123517,Bank Transfer,TXN102801,93275
2021-01-31,Operations,Utilities,West,126313,131609,UPI,TXN102802,5296
2023-06-17,IT,Travel,Central,107544,74195,Card,TXN102803,-33349
2022-10-11,Finance,Salaries,West,110151,15805,Cash,TXN102804,-94346
2021-11-25,IT,Infrastructure,West,122457,74296,UPI,TXN102805,-48161
2023-08-10,Marketing,Infrastructure,Central,18770,104309,Card,TXN102806,85539
2022-09-13,HR,Salaries,South,142208,114827,Bank Transfer,TXN102807,-27381
2021-06-11,Marketing,Infrastructure,West,21602,101603,Bank Transfer,TXN102808,80001
2023-02-15,HR,Infrastructure,East,111437,50718,Cash,TXN102809,-60719
2021-10-01,IT,Infrastructure,East,20466,143480,Cash,TXN102810,123014
2023-10-24,Marketing,Marketing,West,142229,75391,Bank Transfer,TXN102811,-66838
2023-11-18,Finance,Marketing,South,148524,101321,Card,TXN102812,-47203
2021-11-22,Marketing,Travel,West,36225,79157,Bank Transfer,TXN102813,42932
2023-07-29,Operations,Utilities,East,50043,108576,UPI,TXN102814,58533
2022-06-24,HR,Salaries,East,97333,61346,UPI,TXN102815,-35987
2022-05-03,HR,Utilities,Central,146683,100550,Card,TXN102816,-46133
2023-04-02,Finance,Utilities,South,141305,76698,UPI,TXN102817,-64607
2023-12-25,HR,Marketing,Central,75567,93800,UPI,TXN102818,18233
2021-12-22,HR,Travel,North,101483,112821,Cash,TXN102819,11338
2021-08-23,Finance,Utilities,West,18951,61117,UPI,TXN102820,42166
2021-08-15,Marketing,Utilities,Central,77330,67117,Card,TXN102821,-10213
2021-02-18,IT,Infrastructure,South,72831,74144,Bank Transfer,TXN102822,1313
2021-04-28,Marketing,Salaries,West,38936,166328,Card,TXN102823,127392
2021-02-23,Operations,Travel,West,25574,16076,Cash,TXN102824,-9498
2022-07-19,Operations,Salaries,West,108585,41908,Card,TXN102825,-66677
2023-12-04,HR,Marketing,West,145143,20353,Bank Transfer,TXN102826,-124790
2021-02-22,Operations,Utilities,West,32362,100290,Bank Transfer,TXN102827,67928
2022-07-12,IT,Utilities,South,57105,16173,Card,TXN102828,-40932
2023-05-18,HR,Training,North,51775,13196,Bank Transfer,TXN102829,-38579
2022-02-02,Operations,Salaries,East,27854,146989,Cash,TXN102830,119135
2022-11-06,Sales,Marketing,North,138362,74274,Card,TXN102831,-64088
2022-01-22,Sales,Training,East,78823,149964,UPI,TXN102832,71141
2021-04-21,Sales,Training,Central,56782,71541,Card,TXN102833,14759
2022-09-06,Sales,Infrastructure,West,32090,139729,UPI,TXN102834,107639
2021-01-17,Marketing,Training,Central,37161,138833,UPI,TXN102835,101672
2023-06-03,Sales,Training,Central,116265,97232,Card,TXN102836,-19033
2022-06-25,HR,Infrastructure,East,56300,92646,Bank Transfer,TXN102837,36346
2021-06-20,Finance,Utilities,South,100666,30572,UPI,TXN102838,-70094
2022-02-13,Marketing,Utilities,West,54665,32421,UPI,TXN102839,-22244
2023-01-10,Finance,Travel,Central,103254,10164,Card,TXN102840,-93090
2023-05-08,HR,Training,North,64645,114642,UPI,TXN102841,49997
2021-08-18,HR,Salaries,West,124946,113106,Card,TXN102842,-11840
2021-04-29,IT,Utilities,South,52184,62292,UPI,TXN102843,10108
2023-02-23,Marketing,Marketing,West,60817,78167,UPI,TXN102844,17350
2022-04-10,Finance,Salaries,Central,44633,70939,Card,TXN102845,26306
2021-04-14,Sales,Travel,North,58720,127855,Card,TXN102846,69135
2022-11-29,HR,Training,Central,76301,159970,Cash,TXN102847,83669
2021-06-24,Sales,Infrastructure,South,61857,111533,Bank Transfer,TXN102848,49676
2023-01-15,Finance,Travel,East,15765,126288,Cash,TXN102849,110523
2022-10-27,Marketing,Salaries,North,90872,52598,Card,TXN102850,-38274
2021-02-02,Operations,Infrastructure,South,40761,144268,UPI,TXN102851,103507
2021-02-24,Operations,Marketing,South,47742,125005,Bank Transfer,TXN102852,77263
2022-06-03,HR,Infrastructure,Central,142455,41689,Card,TXN102853,-100766
2023-01-26,IT,Infrastructure,Central,25458,94707,Cash,TXN102854,69249
2021-01-12,Sales,Marketing,Central,143507,70548,UPI,TXN102855,-72959
2022-12-21,HR,Utilities,East,39992,167187,UPI,TXN102856,127195
2022-07-09,IT,Utilities,West,67566,114153,Card,TXN102857,46587
2022-01-08,Sales,Infrastructure,West,124358,93949,UPI,TXN102858,-30409
2022-04-29,Finance,Infrastructure,Central,33700,109282,Cash,TXN102859,75582
2023-08-31,Operations,Travel,Central,113932,17279,UPI,TXN102860,-96653
2022-09-15,IT,Utilities,East,37763,136239,Cash,TXN102861,98476
2021-11-03,Sales,Marketing,West,145937,30925,UPI,TXN102862,-115012
2022-04-02,HR,Training,East,59602,162487,Bank Transfer,TXN102863,102885
2021-06-09,Sales,Training,South,131727,13572,Card,TXN102864,-118155
2021-11-27,HR,Infrastructure,West,29734,86221,Card,TXN102865,56487
2023-02-15,Operations,Infrastructure,Central,12829,168514,UPI,TXN102866,155685
2021-08-13,Operations,Training,North,11915,94686,Card,TXN102867,82771
2023-09-10,Sales,Travel,South,49980,169496,Bank Transfer,TXN102868,119516
2022-12-30,Sales,Travel,North,19440,111726,Cash,TXN102869,92286
